pf_id,pf,primary_nd
304,demand_EL_SFH_RUR_2_diff_2050_2015,SFH_RUR_2
305,demand_EL_SFH_RUR_3_diff_2050_2015,SFH_RUR_3
306,demand_EL_SFH_SUB_0_diff_2050_2015,SFH_SUB_0
307,demand_EL_SFH_SUB_1_diff_2050_2015,SFH_SUB_1
308,demand_EL_SFH_SUB_2_diff_2050_2015,SFH_SUB_2
309,demand_EL_SFH_SUB_3_diff_2050_2015,SFH_SUB_3
310,demand_EL_SFH_URB_0_diff_2050_2015,SFH_URB_0
311,demand_EL_SFH_URB_1_diff_2050_2015,SFH_URB_1
312,demand_EL_SFH_URB_2_diff_2050_2015,SFH_URB_2
313,demand_EL_SFH_URB_3_diff_2050_2015,SFH_URB_3
314,demand_EL_MFH_RUR_0_diff_best_2035_2015,MFH_RUR_0
315,demand_EL_MFH_RUR_1_diff_best_2035_2015,MFH_RUR_1
316,demand_EL_MFH_RUR_2_diff_best_2035_2015,MFH_RUR_2
317,demand_EL_MFH_RUR_3_diff_best_2035_2015,MFH_RUR_3
318,demand_EL_MFH_SUB_0_diff_best_2035_2015,MFH_SUB_0
319,demand_EL_MFH_SUB_1_diff_best_2035_2015,MFH_SUB_1
320,demand_EL_MFH_SUB_2_diff_best_2035_2015,MFH_SUB_2
321,demand_EL_MFH_SUB_3_diff_best_2035_2015,MFH_SUB_3
322,demand_EL_MFH_URB_0_diff_best_2035_2015,MFH_URB_0
323,demand_EL_MFH_URB_1_diff_best_2035_2015,MFH_URB_1
324,demand_EL_MFH_URB_2_diff_best_2035_2015,MFH_URB_2
325,demand_EL_MFH_URB_3_diff_best_2035_2015,MFH_URB_3
326,demand_EL_SFH_RUR_0_diff_best_2035_2015,SFH_RUR_0
327,demand_EL_SFH_RUR_1_diff_best_2035_2015,SFH_RUR_1
328,demand_EL_SFH_RUR_2_diff_best_2035_2015,SFH_RUR_2
329,demand_EL_SFH_RUR_3_diff_best_2035_2015,SFH_RUR_3
330,demand_EL_SFH_SUB_0_diff_best_2035_2015,SFH_SUB_0
331,demand_EL_SFH_SUB_1_diff_best_2035_2015,SFH_SUB_1
332,demand_EL_SFH_SUB_2_diff_best_2035_2015,SFH_SUB_2
333,demand_EL_SFH_SUB_3_diff_best_2035_2015,SFH_SUB_3
334,demand_EL_SFH_URB_0_diff_best_2035_2015,SFH_URB_0
335,demand_EL_SFH_URB_1_diff_best_2035_2015,SFH_URB_1
336,demand_EL_SFH_URB_2_diff_best_2035_2015,SFH_URB_2
337,demand_EL_SFH_URB_3_diff_best_2035_2015,SFH_URB_3
338,demand_EL_MFH_RUR_0_DSR_2015,MFH_RUR_0_DSR
339,demand_EL_MFH_RUR_1_DSR_2015,MFH_RUR_1_DSR
340,demand_EL_MFH_RUR_2_DSR_2015,MFH_RUR_2_DSR
341,demand_EL_MFH_RUR_3_DSR_2015,MFH_RUR_3_DSR
342,demand_EL_MFH_SUB_0_DSR_2015,MFH_SUB_0_DSR
343,demand_EL_MFH_SUB_1_DSR_2015,MFH_SUB_1_DSR
344,demand_EL_MFH_SUB_2_DSR_2015,MFH_SUB_2_DSR
345,demand_EL_MFH_SUB_3_DSR_2015,MFH_SUB_3_DSR
346,demand_EL_MFH_URB_0_DSR_2015,MFH_URB_0_DSR
347,demand_EL_MFH_URB_1_DSR_2015,MFH_URB_1_DSR
348,demand_EL_MFH_URB_2_DSR_2015,MFH_URB_2_DSR
